EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1205920,31,No,Travel_Rarely,741,Maternity,2,4,Life Sciences,1,2,Male,69,3,1,Nurse,3,Married,3477.0,18103,1,Y,No,14,3,4,80,1,6.0,2,4,5.0,2.0,0.0,3.0
1702718,41,No,Non-Travel,552,Neurology,4,3,Human Resources,1,3,Male,60,1,2,Other,2,Married,6430.0,20794,6,Y,No,19,3,2,80,1,10.0,4,3,3.0,2.0,1.0,2.0
1417199,40,No,Travel_Rarely,369,Maternity,8,2,Life Sciences,1,2,Female,92,3,2,Therapist,1,Married,6516.0,5041,2,Y,Yes,16,3,2,80,1,18.0,3,3,1.0,0.0,0.0,0.0
1078051,24,No,Travel_Rarely,506,Maternity,29,1,Medical,1,2,Male,91,3,1,Nurse,1,Divorced,3907.0,3622,1,Y,No,13,3,2,80,3,6.0,2,4,6.0,2.0,1.0,2.0
1146326,46,No,Travel_Rarely,717,Maternity,13,4,Life Sciences,1,3,Male,34,3,2,Nurse,2,Single,5562.0,9697,6,Y,No,14,3,4,80,0,19.0,3,3,10.0,7.0,0.0,9.0
1044017,35,No,Travel_Rarely,1370,Maternity,27,4,Life Sciences,1,4,Male,49,3,2,Therapist,3,Married,6883.0,5151,2,Y,No,16,3,2,80,1,17.0,3,3,7.0,7.0,0.0,7.0
1294406,30,No,Travel_Rarely,793,Maternity,16,1,Life Sciences,1,2,Male,33,3,1,Other,4,Married,2862.0,3811,1,Y,No,12,3,2,80,1,10.0,2,2,10.0,0.0,0.0,8.0
1280706,47,No,Non-Travel,543,Cardiology,2,4,Marketing,1,3,Male,87,3,2,Nurse,2,Married,4978.0,3536,7,Y,No,11,3,4,80,1,4.0,3,1,1.0,0.0,0.0,0.0
1488805,46,No,Travel_Rarely,1277,Cardiology,2,3,Life Sciences,1,3,Male,74,3,3,Nurse,4,Divorced,10368.0,5596,4,Y,Yes,12,3,2,80,1,13.0,5,2,10.0,6.0,0.0,3.0
1315940,36,No,Travel_Rarely,1456,Cardiology,13,5,Marketing,1,2,Male,96,2,2,Nurse,1,Divorced,6134.0,8658,5,Y,Yes,13,3,2,80,3,16.0,3,3,2.0,2.0,2.0,2.0
1878824,32,Yes,Travel_Rarely,964,Cardiology,1,2,Life Sciences,1,1,Male,34,1,2,Nurse,2,Single,6735.0,12147,6,Y,No,15,3,2,80,0,10.0,2,3,0.0,0.0,0.0,0.0
1658260,23,No,Travel_Rarely,160,Maternity,4,1,Medical,1,3,Female,51,3,1,Nurse,2,Single,3295.0,12862,1,Y,No,13,3,3,80,0,3.0,3,1,3.0,2.0,1.0,2.0
1246363,31,No,Travel_Frequently,163,Maternity,24,1,Technical Degree,1,4,Female,30,3,2,Therapist,4,Single,5238.0,6670,2,Y,No,20,4,4,80,0,9.0,3,2,5.0,4.0,1.0,4.0
1360469,39,No,Non-Travel,792,Maternity,1,3,Life Sciences,1,4,Male,77,3,2,Nurse,4,Married,6472.0,8989,1,Y,Yes,15,3,4,80,1,9.0,2,3,9.0,8.0,5.0,8.0
1412303,32,No,Travel_Rarely,371,Cardiology,19,3,Life Sciences,1,4,Male,80,1,3,Nurse,3,Married,9610.0,3840,3,Y,No,13,3,3,80,1,10.0,2,1,4.0,3.0,0.0,2.0
1360714,40,No,Travel_Rarely,611,Cardiology,7,4,Medical,1,2,Male,88,3,5,Administrative,2,Single,4899.0,4349,1,Y,No,14,3,2,80,0,21.0,3,2,5.0,8.0,1.0,8.0
1383815,45,No,Travel_Rarely,176,Neurology,4,3,Life Sciences,1,3,Female,56,1,3,Other,3,Married,9756.0,6595,4,Y,No,21,4,3,80,2,9.0,2,4,5.0,0.0,0.0,3.0
1620383,30,No,Travel_Frequently,1312,Maternity,2,4,Technical Degree,1,4,Female,78,2,1,Other,1,Single,4968.0,26427,0,Y,No,16,3,4,80,0,10.0,2,3,9.0,7.0,0.0,7.0
1377529,24,No,Travel_Frequently,897,Neurology,10,3,Medical,1,1,Male,59,3,1,Other,4,Married,2145.0,2097,0,Y,No,14,3,4,80,1,3.0,2,3,2.0,2.0,2.0,1.0
1828538,30,Yes,Travel_Frequently,600,Neurology,8,3,Human Resources,1,3,Female,66,2,1,Other,4,Divorced,2180.0,9732,6,Y,No,11,3,3,80,1,6.0,0,2,4.0,2.0,1.0,2.0
1692811,31,No,Travel_Rarely,1003,Cardiology,5,3,Technical Degree,1,1,Male,51,3,2,Nurse,3,Married,8346.0,20943,1,Y,No,19,3,3,80,1,6.0,3,3,5.0,2.0,0.0,2.0
1030937,27,No,Travel_Rarely,1054,Maternity,8,3,Medical,1,3,Female,67,3,1,Other,4,Single,3445.0,6152,1,Y,No,11,3,3,80,0,6.0,5,2,6.0,2.0,1.0,4.0
1838448,29,Yes,Travel_Rarely,428,Cardiology,9,3,Marketing,1,2,Female,52,1,1,Other,2,Single,2760.0,14630,1,Y,No,13,3,3,80,0,2.0,3,3,2.0,2.0,2.0,2.0
1176037,29,No,Travel_Frequently,461,Maternity,1,3,Life Sciences,1,4,Male,70,4,2,Nurse,3,Single,6294.0,23060,8,Y,Yes,12,3,4,80,0,10.0,5,4,3.0,2.0,0.0,2.0
1764157,30,No,Travel_Rarely,979,Cardiology,15,2,Marketing,1,3,Male,94,2,3,Nurse,1,Divorced,7140.0,3088,2,Y,No,11,3,1,80,1,12.0,2,3,7.0,7.0,1.0,7.0
1483732,34,No,Travel_Rarely,181,Maternity,2,4,Medical,1,4,Male,97,4,1,Other,4,Married,2932.0,5586,0,Y,Yes,14,3,1,80,3,6.0,3,3,5.0,0.0,1.0,2.0
1059340,33,No,Non-Travel,1283,Cardiology,2,3,Marketing,1,4,Female,62,3,2,Nurse,2,Single,5147.0,10697,8,Y,No,15,3,4,80,0,13.0,2,2,11.0,7.0,1.0,7.0
1260966,49,No,Travel_Rarely,1313,Cardiology,11,4,Marketing,1,4,Female,80,3,2,Nurse,4,Single,4507.0,8191,3,Y,No,12,3,3,80,0,8.0,1,4,5.0,1.0,0.0,4.0
1196870,33,Yes,Travel_Rarely,211,Cardiology,16,3,Life Sciences,1,1,Female,74,3,3,Nurse,1,Single,8564.0,10092,2,Y,Yes,20,4,3,80,0,11.0,2,2,0.0,0.0,0.0,0.0
1434954,38,No,Travel_Frequently,594,Maternity,2,2,Medical,1,3,Female,75,2,1,Nurse,2,Married,2468.0,15963,4,Y,No,14,3,2,80,1,9.0,4,2,6.0,1.0,0.0,5.0
1872248,31,Yes,Travel_Rarely,1079,Cardiology,16,4,Marketing,1,1,Male,70,3,3,Nurse,3,Married,8161.0,19002,2,Y,No,13,3,1,80,3,10.0,2,3,1.0,0.0,0.0,0.0
1498457,29,No,Travel_Rarely,590,Maternity,4,3,Technical Degree,1,4,Female,91,2,1,Other,1,Divorced,2109.0,10007,1,Y,No,13,3,3,80,1,1.0,2,3,1.0,0.0,0.0,0.0
1322097,30,No,Travel_Rarely,305,Maternity,16,3,Life Sciences,1,3,Male,58,4,2,Nurse,3,Married,5294.0,9128,3,Y,No,16,3,3,80,1,10.0,3,3,7.0,0.0,1.0,7.0
1400783,32,No,Non-Travel,953,Maternity,5,4,Technical Degree,1,2,Male,65,3,1,Other,2,Single,2718.0,17674,2,Y,No,14,3,2,80,0,12.0,3,3,7.0,7.0,0.0,7.0
1511863,38,No,Travel_Rarely,833,Maternity,18,3,Medical,1,2,Male,60,1,2,Nurse,4,Married,5811.0,24539,3,Y,Yes,16,3,3,80,1,15.0,2,3,1.0,0.0,1.0,0.0
1581569,43,Yes,Travel_Frequently,807,Maternity,17,3,Technical Degree,1,3,Male,38,2,1,Other,3,Married,2437.0,15587,9,Y,Yes,16,3,4,80,1,6.0,4,3,1.0,0.0,0.0,0.0
1628396,42,No,Travel_Rarely,855,Maternity,12,3,Medical,1,2,Male,57,3,1,Nurse,2,Divorced,2766.0,8952,8,Y,No,22,4,2,80,3,7.0,6,2,5.0,3.0,0.0,4.0
1715321,55,No,Travel_Rarely,478,Maternity,2,3,Medical,1,3,Male,60,2,5,Administrative,1,Married,4899.0,19805,8,Y,No,12,3,2,80,3,10.0,2,3,1.0,0.0,0.0,0.0
1541808,33,No,Non-Travel,775,Maternity,4,3,Technical Degree,1,4,Male,90,3,2,Other,2,Divorced,3055.0,6194,5,Y,No,15,3,4,80,2,11.0,2,2,9.0,8.0,1.0,7.0
1479918,41,No,Travel_Rarely,548,Maternity,9,4,Life Sciences,1,3,Male,94,3,1,Nurse,1,Divorced,2289.0,20520,1,Y,No,20,4,2,80,2,5.0,2,3,5.0,3.0,0.0,4.0
1404955,34,No,Non-Travel,1375,Cardiology,10,3,Life Sciences,1,4,Male,87,3,2,Nurse,3,Divorced,4001.0,12313,1,Y,Yes,14,3,3,80,1,15.0,3,3,15.0,14.0,0.0,7.0
1473417,53,No,Non-Travel,661,Neurology,1,4,Medical,1,1,Female,60,2,4,Therapist,3,Married,12965.0,22308,4,Y,Yes,20,4,4,80,3,27.0,2,2,3.0,2.0,0.0,2.0
1778124,43,No,Travel_Rarely,244,Neurology,2,3,Life Sciences,1,2,Male,97,3,1,Other,4,Single,3539.0,5033,0,Y,No,13,3,2,80,0,10.0,5,3,9.0,7.0,1.0,8.0
1143717,34,No,Travel_Rarely,511,Cardiology,3,2,Life Sciences,1,4,Female,32,1,2,Nurse,4,Single,6029.0,25353,5,Y,No,12,3,1,80,0,6.0,3,3,2.0,2.0,2.0,2.0
1193818,21,Yes,Travel_Rarely,337,Cardiology,7,1,Marketing,1,2,Male,31,3,1,Other,2,Single,2679.0,4567,1,Y,No,13,3,2,80,0,1.0,3,3,1.0,0.0,1.0,0.0
1795187,38,No,Travel_Rarely,1153,Maternity,6,2,Other,1,4,Female,40,2,1,Nurse,3,Married,3702.0,16376,1,Y,No,11,3,2,80,1,5.0,3,3,5.0,4.0,0.0,4.0
1241701,22,Yes,Travel_Rarely,1294,Maternity,8,1,Medical,1,3,Female,79,3,1,Nurse,1,Married,2398.0,15999,1,Y,Yes,17,3,3,80,0,1.0,6,3,1.0,0.0,0.0,0.0
1729178,31,No,Travel_Rarely,196,Cardiology,29,4,Marketing,1,1,Female,91,2,2,Nurse,4,Married,5468.0,13402,1,Y,No,14,3,1,80,2,13.0,3,3,12.0,7.0,5.0,7.0
1612699,51,No,Travel_Rarely,942,Neurology,3,3,Technical Degree,1,1,Female,53,3,3,Other,3,Married,13116.0,22984,2,Y,No,11,3,4,80,0,15.0,2,3,2.0,2.0,2.0,2.0
1880660,37,No,Travel_Rarely,589,Cardiology,9,2,Marketing,1,2,Male,46,2,2,Nurse,2,Married,4189.0,8800,1,Y,No,14,3,1,80,2,5.0,2,3,5.0,2.0,0.0,3.0
1275366,46,No,Travel_Rarely,734,Maternity,2,4,Medical,1,3,Male,46,3,5,Administrative,4,Divorced,4899.0,14218,7,Y,Yes,17,3,3,80,1,24.0,3,3,2.0,1.0,2.0,2.0
1377582,36,No,Travel_Rarely,1383,Maternity,10,3,Life Sciences,1,4,Male,90,3,3,Nurse,1,Married,8321.0,25949,7,Y,Yes,13,3,4,80,1,15.0,1,3,12.0,8.0,5.0,7.0
1590795,44,No,Travel_Frequently,429,Maternity,1,2,Medical,1,3,Male,99,3,1,Other,2,Divorced,2342.0,11092,1,Y,Yes,12,3,3,80,3,6.0,2,2,5.0,3.0,2.0,3.0
1554560,37,No,Travel_Rarely,1239,Neurology,8,2,Other,1,3,Male,89,3,2,Other,2,Divorced,4071.0,12832,2,Y,No,13,3,3,80,0,19.0,4,2,10.0,0.0,4.0,7.0
1563500,35,Yes,Travel_Rarely,303,Cardiology,27,3,Life Sciences,1,3,Male,84,3,2,Nurse,4,Single,5813.0,13492,1,Y,Yes,18,3,4,80,0,10.0,2,3,10.0,7.0,7.0,7.0
1287606,33,No,Travel_Rarely,867,Maternity,8,4,Life Sciences,1,4,Male,90,4,1,Other,1,Married,3143.0,6076,6,Y,No,19,3,2,80,1,14.0,1,3,10.0,8.0,7.0,6.0
1395052,28,No,Travel_Rarely,1181,Maternity,1,3,Life Sciences,1,3,Male,82,3,1,Other,4,Married,2044.0,5531,1,Y,No,11,3,3,80,1,5.0,6,4,5.0,3.0,0.0,3.0
1692699,39,No,Travel_Rarely,1253,Maternity,10,1,Medical,1,3,Male,65,3,3,Administrative,3,Single,13464.0,7914,7,Y,No,21,4,3,80,0,9.0,3,3,4.0,3.0,2.0,2.0
1691971,46,No,Non-Travel,849,Cardiology,26,2,Life Sciences,1,2,Male,98,2,2,Nurse,2,Single,7991.0,25166,8,Y,No,15,3,3,80,0,6.0,3,3,2.0,2.0,2.0,2.0
1048578,40,No,Travel_Rarely,616,Maternity,2,2,Life Sciences,1,3,Female,99,3,1,Nurse,1,Married,3377.0,25605,4,Y,No,17,3,4,80,1,7.0,5,2,4.0,3.0,0.0,2.0
1874111,42,No,Travel_Rarely,1128,Maternity,13,3,Medical,1,2,Male,95,4,2,Nurse,1,Married,5538.0,5696,5,Y,No,18,3,3,80,2,10.0,2,2,0.0,0.0,0.0,0.0
1083173,35,No,Non-Travel,1180,Cardiology,2,2,Medical,1,2,Male,90,3,2,Therapist,4,Divorced,5762.0,24442,2,Y,No,14,3,3,80,1,15.0,6,3,7.0,7.0,1.0,7.0
1819347,38,No,Non-Travel,1336,Neurology,2,3,Human Resources,1,1,Male,100,3,1,Other,2,Divorced,2592.0,7129,5,Y,No,13,3,4,80,3,13.0,3,3,11.0,10.0,3.0,8.0
1645963,34,No,Travel_Frequently,234,Neurology,9,4,Life Sciences,1,4,Male,93,3,2,Nurse,1,Married,5346.0,6208,4,Y,No,17,3,3,80,1,11.0,3,2,7.0,1.0,0.0,7.0
1174838,37,No,Travel_Rarely,370,Cardiology,10,4,Medical,1,4,Male,58,3,2,Therapist,1,Single,4213.0,4992,1,Y,No,15,3,2,80,0,10.0,4,1,10.0,3.0,0.0,8.0
1751502,39,No,Travel_Frequently,766,Cardiology,20,3,Life Sciences,1,3,Male,83,3,2,Nurse,4,Divorced,4127.0,19188,2,Y,No,18,3,4,80,1,7.0,6,3,2.0,1.0,2.0,2.0
1117560,43,No,Non-Travel,343,Neurology,9,3,Life Sciences,1,1,Male,52,3,1,Other,3,Single,2438.0,24978,4,Y,No,13,3,3,80,0,7.0,2,2,3.0,2.0,1.0,2.0
1206981,41,No,Travel_Rarely,447,Neurology,5,3,Life Sciences,1,2,Male,85,4,2,Nurse,2,Single,6870.0,15530,3,Y,No,12,3,1,80,0,11.0,3,1,3.0,2.0,1.0,2.0
1711876,41,No,Travel_Rarely,796,Cardiology,4,1,Marketing,1,3,Female,81,3,3,Nurse,3,Divorced,10447.0,26458,0,Y,Yes,13,3,4,80,1,23.0,3,4,5.0,14.0,1.0,5.0
1366196,30,No,Travel_Rarely,1092,Cardiology,10,3,Medical,1,1,Female,64,3,3,Therapist,3,Single,9667.0,2739,9,Y,No,14,3,2,80,0,9.0,3,3,7.0,7.0,0.0,2.0
1347924,26,No,Travel_Rarely,920,Neurology,20,2,Medical,1,4,Female,69,3,1,Other,2,Married,2148.0,6889,0,Y,Yes,11,3,3,80,0,6.0,3,3,5.0,1.0,1.0,4.0
1140520,46,No,Travel_Rarely,261,Neurology,21,2,Medical,1,4,Female,66,3,2,Nurse,2,Married,8926.0,10842,4,Y,No,22,4,4,80,1,13.0,2,4,9.0,7.0,3.0,7.0
1187455,40,No,Travel_Rarely,1194,Neurology,1,3,Life Sciences,1,3,Female,52,3,2,Nurse,4,Divorced,6513.0,9060,4,Y,No,17,3,4,80,1,12.0,3,3,5.0,3.0,0.0,3.0
1645498,34,No,Travel_Rarely,810,Cardiology,8,2,Technical Degree,1,2,Male,92,4,2,Nurse,3,Married,6799.0,22128,1,Y,No,21,4,3,80,2,10.0,5,3,10.0,8.0,4.0,8.0
1382530,58,No,Non-Travel,350,Cardiology,2,3,Medical,1,2,Male,52,3,4,Administrative,2,Divorced,16291.0,22577,4,Y,No,22,4,4,80,1,10.0,0,2,16.0,9.0,1.0,14.0
1682292,35,No,Travel_Rarely,185,Neurology,23,4,Medical,1,2,Male,91,1,1,Nurse,3,Married,2705.0,9696,0,Y,No,16,3,2,80,1,6.0,2,4,5.0,4.0,0.0,3.0
1602874,47,No,Travel_Rarely,1001,Cardiology,4,3,Life Sciences,1,3,Female,92,2,3,Therapist,2,Divorced,10333.0,19271,8,Y,Yes,12,3,3,80,1,28.0,4,3,5.0,11.0,1.0,10.0
1154770,40,No,Travel_Rarely,750,Neurology,12,3,Life Sciences,1,2,Female,47,3,2,Nurse,1,Divorced,4448.0,10748,2,Y,No,12,3,2,80,1,15.0,3,3,7.0,4.0,7.0,7.0
1051875,54,No,Travel_Rarely,431,Neurology,7,4,Medical,1,4,Female,68,3,2,Other,4,Married,6854.0,15696,4,Y,No,15,3,2,80,1,14.0,2,2,7.0,1.0,1.0,7.0
1834180,31,No,Travel_Frequently,1125,Cardiology,7,4,Marketing,1,1,Female,68,3,3,Nurse,1,Married,9637.0,8277,2,Y,No,14,3,4,80,2,9.0,3,3,3.0,2.0,2.0,2.0
1564192,28,No,Travel_Rarely,1217,Neurology,1,3,Medical,1,3,Female,67,3,1,Other,1,Married,3591.0,12719,1,Y,No,25,4,3,80,1,3.0,3,3,3.0,2.0,1.0,2.0
1802154,38,No,Travel_Rarely,723,Cardiology,2,4,Marketing,1,2,Female,77,1,2,Other,4,Married,5405.0,4244,2,Y,Yes,20,4,1,80,2,20.0,4,2,4.0,2.0,0.0,3.0
1207662,26,No,Travel_Rarely,572,Cardiology,10,3,Medical,1,3,Male,46,3,2,Nurse,4,Single,4684.0,9125,1,Y,No,13,3,1,80,0,5.0,4,3,5.0,3.0,1.0,2.0
1072716,58,No,Travel_Frequently,1216,Neurology,15,4,Life Sciences,1,1,Male,87,3,4,Administrative,3,Married,15787.0,21624,2,Y,Yes,14,3,2,80,0,23.0,3,3,2.0,2.0,2.0,2.0
1086016,18,Yes,Non-Travel,1431,Neurology,14,3,Medical,1,2,Female,33,3,1,Other,3,Single,1514.0,8018,1,Y,No,16,3,3,80,0,0.0,4,1,0.0,0.0,0.0,0.0
1552861,31,No,Travel_Rarely,359,Neurology,18,5,Human Resources,1,4,Male,89,4,1,Other,1,Married,2956.0,21495,0,Y,No,17,3,3,80,0,2.0,4,3,1.0,0.0,0.0,0.0
1235468,29,Yes,Travel_Rarely,350,Neurology,13,3,Human Resources,1,1,Male,56,2,1,Other,1,Divorced,2335.0,3157,4,Y,Yes,15,3,4,80,3,4.0,3,3,2.0,2.0,2.0,0.0
1281331,45,No,Non-Travel,589,Cardiology,2,4,Life Sciences,1,3,Female,67,3,2,Nurse,3,Married,5154.0,19665,4,Y,No,22,4,2,80,2,10.0,3,4,8.0,7.0,5.0,7.0
1220488,36,No,Travel_Rarely,430,Neurology,2,4,Other,1,4,Female,73,3,2,Other,2,Married,6962.0,19573,4,Y,Yes,22,4,4,80,1,15.0,2,3,1.0,0.0,0.0,0.0
1113271,43,No,Travel_Frequently,1422,Cardiology,2,4,Life Sciences,1,1,Male,92,3,2,Nurse,4,Married,5675.0,19246,1,Y,No,20,4,3,80,1,7.0,5,3,7.0,7.0,7.0,7.0
1152978,27,No,Travel_Frequently,1297,Neurology,5,2,Life Sciences,1,4,Female,53,3,1,Nurse,4,Single,2379.0,19826,0,Y,Yes,14,3,3,80,0,6.0,3,2,5.0,4.0,0.0,2.0
1871070,29,No,Travel_Frequently,574,Neurology,20,1,Medical,1,4,Male,40,3,1,Nurse,4,Married,3812.0,7003,1,Y,No,13,3,2,80,0,11.0,3,4,11.0,8.0,3.0,10.0
1687721,32,No,Travel_Frequently,1318,Cardiology,10,4,Marketing,1,4,Male,79,3,2,Nurse,4,Single,4648.0,26075,8,Y,No,13,3,3,80,0,4.0,2,4,0.0,0.0,0.0,0.0
1031664,42,No,Non-Travel,355,Neurology,10,4,Technical Degree,1,3,Male,38,3,1,Other,3,Married,2936.0,6161,3,Y,No,22,4,2,80,2,10.0,1,2,6.0,3.0,3.0,3.0
1402268,47,No,Travel_Rarely,207,Neurology,9,4,Life Sciences,1,2,Female,64,3,1,Nurse,3,Single,2105.0,5411,4,Y,No,12,3,3,80,0,7.0,2,3,2.0,2.0,2.0,0.0
1601963,46,No,Travel_Rarely,706,Cardiology,2,2,Life Sciences,1,4,Male,82,3,3,Therapist,4,Divorced,8578.0,19989,3,Y,No,14,3,3,80,1,12.0,4,2,9.0,8.0,4.0,7.0
1777794,28,No,Non-Travel,280,Neurology,1,2,Life Sciences,1,3,Male,43,3,1,Other,4,Divorced,2706.0,10494,1,Y,No,15,3,2,80,1,3.0,2,3,3.0,2.0,2.0,2.0
1510809,29,No,Travel_Rarely,726,Neurology,29,1,Life Sciences,1,4,Male,93,1,2,Nurse,3,Divorced,6384.0,21143,8,Y,No,17,3,4,80,2,11.0,3,3,7.0,0.0,1.0,6.0
1676403,42,No,Travel_Rarely,1142,Neurology,8,3,Life Sciences,1,4,Male,81,3,1,Nurse,3,Single,3968.0,13624,4,Y,No,13,3,4,80,0,8.0,3,3,0.0,0.0,0.0,0.0
1458226,32,Yes,Travel_Rarely,414,Cardiology,2,4,Marketing,1,3,Male,82,2,2,Nurse,2,Single,9907.0,26186,7,Y,Yes,12,3,3,80,0,7.0,3,2,2.0,2.0,2.0,2.0
1442296,46,No,Travel_Rarely,1319,Cardiology,3,3,Technical Degree,1,1,Female,45,4,4,Nurse,1,Divorced,13225.0,7739,2,Y,No,12,3,4,80,1,25.0,5,3,19.0,3.0,2.0,8.0
1469297,27,No,Travel_Rarely,728,Cardiology,23,1,Medical,1,2,Female,36,2,2,Other,3,Married,3540.0,7018,1,Y,No,21,4,4,80,1,9.0,5,3,9.0,8.0,5.0,8.0
1701157,29,No,Travel_Rarely,352,Neurology,6,1,Medical,1,4,Male,87,2,1,Other,2,Married,2804.0,15434,1,Y,No,11,3,4,80,0,1.0,3,3,1.0,0.0,0.0,0.0
1141899,43,No,Travel_Rarely,823,Neurology,6,3,Medical,1,1,Female,81,2,5,Administrative,3,Married,4899.0,22539,7,Y,No,13,3,4,80,0,21.0,2,3,16.0,12.0,6.0,14.0
1866815,48,No,Travel_Rarely,1224,Neurology,10,3,Life Sciences,1,4,Male,91,2,5,Administrative,2,Married,4899.0,13583,4,Y,No,12,3,4,80,0,10.0,3,3,5.0,10.0,1.0,9.0
1329673,29,Yes,Travel_Frequently,459,Neurology,24,2,Life Sciences,1,4,Male,73,2,1,Other,4,Single,2439.0,14753,1,Y,Yes,24,4,2,80,0,1.0,3,2,1.0,0.0,1.0,0.0
1775838,46,No,Travel_Rarely,1254,Cardiology,10,3,Life Sciences,1,3,Female,64,3,3,Nurse,2,Married,7314.0,14011,5,Y,No,21,4,3,80,3,14.0,2,3,8.0,7.0,0.0,7.0
1575047,27,No,Travel_Frequently,1131,Neurology,15,3,Life Sciences,1,4,Female,77,2,1,Other,1,Married,4774.0,23844,0,Y,No,19,3,4,80,1,8.0,2,2,7.0,6.0,7.0,3.0
1049997,39,No,Travel_Rarely,835,Neurology,19,4,Other,1,4,Male,41,3,2,Other,4,Divorced,3902.0,5141,8,Y,No,14,3,2,80,3,7.0,2,3,2.0,2.0,2.0,2.0
1766213,55,No,Travel_Rarely,836,Neurology,2,4,Technical Degree,1,2,Male,98,2,1,Other,4,Married,2662.0,7975,8,Y,No,20,4,2,80,1,19.0,2,4,5.0,2.0,0.0,4.0
1544113,28,No,Travel_Rarely,1172,Cardiology,3,3,Medical,1,2,Female,78,3,1,Other,2,Married,2856.0,3692,1,Y,No,19,3,4,80,1,1.0,3,3,1.0,0.0,0.0,0.0
1609966,30,Yes,Travel_Rarely,945,Cardiology,9,3,Medical,1,2,Male,89,3,1,Other,4,Single,1081.0,16019,1,Y,No,13,3,3,80,0,1.0,3,2,1.0,0.0,0.0,0.0
1242148,22,Yes,Travel_Rarely,391,Neurology,7,1,Life Sciences,1,4,Male,75,3,1,Other,2,Single,2472.0,26092,1,Y,Yes,23,4,1,80,0,1.0,2,3,1.0,0.0,0.0,0.0
1494882,36,No,Travel_Rarely,1266,Cardiology,10,4,Technical Degree,1,2,Female,63,2,2,Nurse,3,Married,5673.0,6060,1,Y,Yes,13,3,1,80,1,10.0,4,3,10.0,9.0,1.0,7.0
1450163,31,No,Travel_Rarely,311,Neurology,20,3,Life Sciences,1,2,Male,89,3,2,Nurse,3,Divorced,4197.0,18624,1,Y,No,11,3,1,80,1,10.0,2,3,10.0,8.0,0.0,2.0
1104040,34,No,Travel_Rarely,1480,Cardiology,4,3,Life Sciences,1,3,Male,64,3,3,Nurse,4,Married,9713.0,24444,2,Y,Yes,13,3,4,80,3,9.0,3,3,5.0,3.0,1.0,0.0
1879233,29,No,Travel_Rarely,592,Neurology,7,3,Life Sciences,1,4,Male,59,3,1,Nurse,1,Single,2062.0,19384,3,Y,No,14,3,2,80,0,11.0,2,3,3.0,2.0,1.0,2.0
1878518,37,No,Travel_Rarely,783,Neurology,7,4,Medical,1,4,Male,78,3,2,Other,1,Married,4284.0,13588,5,Y,Yes,22,4,3,80,1,16.0,2,3,5.0,3.0,0.0,4.0
1694441,35,No,Travel_Rarely,219,Cardiology,16,2,Other,1,4,Female,44,2,2,Therapist,2,Married,4788.0,25388,0,Y,Yes,11,3,4,80,0,4.0,2,3,3.0,2.0,0.0,2.0
1608760,45,No,Travel_Rarely,556,Cardiology,25,2,Life Sciences,1,2,Female,93,2,2,Therapist,4,Married,5906.0,23888,0,Y,No,13,3,4,80,2,10.0,2,2,9.0,8.0,3.0,8.0
1357691,36,No,Travel_Frequently,1213,Neurology,2,1,Human Resources,1,2,Male,94,2,2,Other,4,Single,3886.0,4223,1,Y,No,21,4,4,80,0,10.0,2,2,10.0,1.0,0.0,8.0
1551391,40,No,Travel_Rarely,1137,Neurology,1,4,Life Sciences,1,1,Male,98,3,4,Administrative,1,Divorced,4899.0,18991,2,Y,No,11,3,1,80,1,22.0,3,3,19.0,7.0,1.0,3.0
1419575,26,No,Travel_Rarely,482,Neurology,1,2,Life Sciences,1,2,Female,90,2,1,Other,3,Married,2933.0,14908,1,Y,Yes,13,3,3,80,1,1.0,3,2,1.0,0.0,1.0,0.0
1620257,48,No,Travel_Frequently,117,Neurology,22,3,Medical,1,4,Female,58,3,4,Administrative,4,Divorced,4899.0,2437,3,Y,No,11,3,2,80,1,24.0,3,3,5.0,3.0,4.0,7.0
1662166,44,No,Travel_Rarely,170,Neurology,1,4,Life Sciences,1,2,Male,78,4,2,Nurse,1,Married,5033.0,9364,2,Y,No,15,3,4,80,1,10.0,5,3,2.0,0.0,2.0,2.0
1738269,34,Yes,Non-Travel,967,Neurology,16,4,Technical Degree,1,4,Male,85,1,1,Other,1,Married,2307.0,14460,1,Y,Yes,23,4,2,80,1,5.0,2,3,5.0,2.0,3.0,0.0
1557030,56,Yes,Travel_Rarely,1162,Neurology,24,2,Life Sciences,1,1,Male,97,3,1,Nurse,4,Single,2587.0,10261,1,Y,No,16,3,4,80,0,5.0,3,3,4.0,2.0,1.0,0.0
1153641,36,No,Travel_Rarely,335,Cardiology,17,2,Marketing,1,3,Male,33,2,2,Nurse,2,Married,5507.0,16822,2,Y,No,16,3,3,80,2,12.0,1,1,4.0,2.0,1.0,3.0
